Product Name;Brand Name;Price;Rating;Reviews;Review Votes;Sentiment
"BrightSpot ALCATEL ONETOUCH FierceTM 2 7040T 5"" qHD Display Touch Screen 4G Capable Android 4.4 Powered By T-Mobile";Alcatel;59.99;1;was not what it claimed to be! It was not unlocked and not a Tmobile phone. It only used their lines, that is when they were in business. They went out of business in Dec 2015.;0;0
Apple iPhone 7 Unlocked Phone 128 GB - US Version (Black);Apple;829.95;5;Actually I wanted the plus but I order the regular but that's ok I haven't had any problems with the iPhone thanks;0;0
Apple iPhone 7 Unlocked Phone 128 GB - US Version (Rose Gold);Apple;824.95;5;AWESOMEEEE;0;0
Apple iPhone 7 Unlocked Phone 256 GB - US Version (Jet Black);Apple;949.95;5;Delivered on time, unlocked, exactly as advertised.;0;0
Apple iPhone 7 Unlocked Phone 128 GB - US Version (Silver);Apple;848;5;Everything perfect!;0;0
Apple iPhone SE Unlocked Phone - 64 GB Retail Packaging - Silver;Apple;514.98;5;excelent;0;0
Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Rose Gold);Apple;919.76;5;Excellent;0;0
Apple iPhone 7 Unlocked Phone 128 GB - US Version (Rose Gold);Apple;824.95;5;excellet;0;0
Apple iPhone SE Unlocked Phone -16 GB Retail Packaging - Gold;Apple;419.99;5;For my daughter I'm not a Iphone fan works as expected;0;0
Apple iPhone 7 Unlocked Phone 32 GB - US Version (Black);Apple;714.65;5;Good;0;0
Apple iPhone 7 Unlocked Phone 128 GB - US Version (Gold);Apple;829.99;5;Good;0;0
Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Rose Gold);Apple;919.76;5;good;0;0
Apple iPhone 7 Unlocked Phone 256 GB - US Version (Gold);Apple;889.99;5;Great;0;0
Apple iPhone 7 Plus Unlocked Phone 256 GB - US Version (Jet Black);Apple;1123;5;Great No Problem;0;0
Apple iPhone 7 Plus Unlocked Phone 256 GB - US Version (Gold);Apple;1157;5;Great No Problem;0;0
Apple iPhone 7 Unlocked Phone 128 GB - US Version (Black);Apple;829.95;5;I love it;0;0
Apple iPhone 7 Plus Unlocked Phone 256 GB - US Version (Rose Gold);Apple;1135;5;I relay in love with this one;0;0
Apple iPhone 7 Plus Unlocked Phone 256 GB - US Version (Jet Black);Apple;1123;5;its better than the sansugI have;0;0
Apple iPhone 7 Plus Unlocked Phone 256 GB - US Version (Gold);Apple;1157;5;its better than the sansugI have;0;0
Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Rose Gold);Apple;919.76;5;It's was good , thank you;0;0
Apple iPhone SE Unlocked Phone -16 GB Retail Packaging - Space Gray;Apple;438.95;5;Love it. I had 5s that was cracked. So I had to replace the phone. It is just perfect. Looks new.;0;0
Apple iPhone 7 Unlocked Phone 32 GB - US Version (Silver);Apple;698.45;3;Need to go to the Apple Store. Technical problems like voice volume of the other person is not audible else it's good;0;0
Apple iPhone 7 Unlocked Phone 128 GB - US Version (Gold);Apple;829.99;5;Nice good very niceThanks so much;0;0
Apple iPhone SE Unlocked Phone - 64 GB Retail Packaging - Rose Gold;Apple;505.99;5;Nice phone!!!;0;0
Apple iPhone 7 Unlocked Phone 128 GB - US Version (Silver);Apple;848;5;Perfect;0;0
Apple iPhone 7 Unlocked Phone 128 GB - US Version (Silver);Apple;848;5;Perfect and tkts;0;0
Apple iPhone 7 Plus Unlocked Phone 256 GB - US Version (Rose Gold);Apple;1135;5;Perfect!;0;0
Apple iPhone SE Unlocked Phone - 64 GB Retail Packaging - Gold;Apple;500;5;Perfect!!;0;0
Apple iPhone SE 16GB Factory Unlocked LTE Smartphone - Champagne Gold (Certified Refurbished);Apple;349.99;1;Purchased this iphone and got a Locked phone that will not work. It is tied up to Target Corporation and will not read any sim card. The model shipped was not the one offered initially. Will be returning the phone.;0;0
Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Rose Gold);Apple;919.76;5;Super item;0;0
Apple iPhone 7 Unlocked Phone 256 GB - US Version (Black);Apple;922;5;Thank you;0;0
Apple iPhone 7 Unlocked Phone 256 GB - US Version (Jet Black);Apple;949.95;5;Thank you about iPhone;0;0
Apple iPhone SE Unlocked Phone -16 GB Retail Packaging - Gold;Apple;419.99;5;The company is great to work with, pleased with the product I got for the price I paid.;0;0
Apple iPhone 7 Unlocked Phone 32 GB - US Version (Black);Apple;714.65;5;The phone is really amazing. It is fast and has it all as it was shown on apple event. I'm very very satisfied with my iPhone 7.;0;0
Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Gold);Apple;914.99;5;Very nice;0;0
ASUS ZenFone2 Unlocked Smartphone, 16GB, 4GB RAM, Black - ZE551ML (U.S. Warranty);Asus;168.34;5;Better than expected.;0;0
ASUS ZenFone 3 ZE552KL 4GB / 64GB 5.5-inch 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (SHIMMER GOLD);ASUS;351.09;4;Compare prices and functionality really good product.;0;0
ASUS ZenFone 3 ZE552KL 4GB / 64GB 5.5-inch 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (SHIMMER GOLD);ASUS;351.09;1;DO NOT BUY... really bad experience with this brand;0;0
Asus ZenFone 3 ZE552KL 64GB Sapphire Black, Dual Sim, 4GB, 5.5-inch, Unlocked International Model, No Warranty;ASUS;328.98;5;Excelent;0;0
ASUS ZenFone2 Unlocked Smartphone, 16GB, 4GB RAM, Black - ZE551ML (U.S. Warranty);Asus;168.34;5;Excelent product. Arrives as promise. Everything perfect.;0;0
Asus ZenFone 3 ZE552KL 64GB Sapphire Black, Dual Sim, 4GB, 5.5-inch, Unlocked International Model, No Warranty;ASUS;328.98;5;Excellent phone if you are looking for a high end phone at a reasonable cost. Battery life is great, fit and finish really well done (has a premium look), very fast, good camera, big high definition screen. The only con is: the 2nd sim card slot is shared with the sd card, so you can only use one of the other. I prefer to use a single sim with a sd card but many May want to use 2 sim cards and a sd card. Anyway, i am giving 5* bexause this is really an awesome phone.;0;0
Asus ZenFone 3 ZE520KL Unlocked Dual Sim Phone, 32GB, 5.2-inch, 3GB RAM, No Warranty - International Version (Moonlight White);ASUS;280.98;5;fine;0;0
"Asus ZenFone Selfie ZD551KL 32GB Blue, 5.5"", 3GB RAM, Unlocked International Model, No Warranty";Asus;229.99;5;great;0;0
ASUS ZenFone2 Unlocked Smartphone, 16GB, 4GB RAM, Black - ZE551ML (U.S. Warranty);Asus;168.34;3;Guys the phone is good but the baterry is a killer. I would tell you to stay away just b.c of batery drain. Ganes run fine, movies look fine, and photos are good too in daylight, great id say. but that drain is too massive and its just a pain. I would buy the Moto g if 2 gb if i could go back. Less of the whistles, but great batery life. Good luck;0;0
Unlocked New Original Asus Zenfone 6 Smartphone 2gb RAM 8gb ROM Android 4.3 Intel Atom Z2580 6inch 13mp Camera Dual SIM White/ Black/ Red/ Gold (Black);Asus;250;2;I am not happy with Asus z6 z2580 phone,because it is Sreen off very frequently.And also Asus and Intelemblums appearing on the screenand standing programmes disappearingfrom screen.And also sound is very low.Totally phone is very poor.please solve and help me;0;0
ASUS ZenFone 2 Deluxe Special Edition, Unlocked Cellphone, 4GB RAM, 128GB (U.S. Warranty) (Discontinued by Manufacturer);Asus;120.99;5;I bought this phone as a gift for my brother, so I had limited time with it, but want to say this is a great phone for the price! Its fast for loading apps or surfing the web, battery lasts and feels great in the hand. Also having a second back plate in the box is a nice touch - something manufacturers don't add to $700 phone.;0;0
"ASUS ZENFONE 6 A601CG 6"" Android 4.3 16GB Dual-SIM Smartphone (Black) - International Version No Warranty";asus;273.78;4;I like it.;0;0
ASUS ZenFone2 Unlocked Smartphone, 16GB, 4GB RAM, Black - ZE551ML (U.S. Warranty);Asus;168.34;5;I love my new phone. I am still getting used to de 5.5 inch screen (I came from a 4.5 inch), but overall it's a great phone. And the 4gb of ram is incredible, you will never lag again.;0;0
ASUS ZenFone 2 Laser Unlocked Smartphone, 3GB RAM, 16GB Storage;Asus;189;5;I own one, it was so inexpensive and well made, that my mother & sister decided they wanted me to give them one as well,We are all very satisfied with the phone, specially since none of us require a heavy use of it, the ram & memory included fulfill all our app needs;0;0
Unlocked New Original Asus Zenfone 6 Smartphone 2gb RAM 8gb ROM Android 4.3 Intel Atom Z2580 6inch 13mp Camera Dual SIM White/ Black/ Red/ Gold (Black);Asus;250;3;It was awesome for 3 months until the screen stop responding and now I have a useless smartphone. I bought a Moto G instead.;0;0
Asus ZenFone 3 ZE552KL 64GB Sapphire Black, Dual Sim, 4GB, 5.5-inch, Unlocked International Model, No Warranty;ASUS;328.98;5;It's good product. I like it.;0;0
"Asus ZenFone Selfie ZD551KL 32GB Blue, 5.5"", 3GB RAM, Unlocked International Model, No Warranty";Asus;229.99;5;It's my favorite phone! Love the good quality of the pictures! Overall great phone. Thank you!;0;0
"ASUS ZENFONE 6 A601CG 6"" Android 4.3 16GB Dual-SIM Smartphone (Black) - International Version No Warranty";asus;273.78;1;phone does not have 4G, i sent it back without opening the box.you can buy a 2005 iPod if you want to use wifi.......... this phone is a joke, waste of money, who even makes a phone in 2015 without 4G????;0;0
Asus ZenFone 3 ZE552KL 64GB Moonlight White, Dual Sim, 4GB, 5.5-inch, Unlocked International Model, No Warranty;ASUS;325.98;5;Thanks for phone. I like it and it's really the phone which described.;0;0
"ASUS ZENFONE 6 A601CG 6"" Android 4.3 16GB Dual-SIM Smartphone (Black) - International Version No Warranty";asus;273.78;5;The best personal phone has I spectated.;0;0
Asus Zenfone Max ZC550KL 16GB White International Version No Warranty;ASUS;226.28;5;the phone as it is decried and it is OK.but now after 3 month of use the battery stop to recharge again.;0;0
Asus ZenFone 3 ZE552KL 64GB Sapphire Black, Dual Sim, 4GB, 5.5-inch, Unlocked International Model, No Warranty;ASUS;328.98;4;The phone works good. Super fast and I love the large amount of memory that I have. It took awhile for AT&T to get the Sun Card to work at first it didn't work. My LTE doesn't work, I live in Dallas Texas Area so that is upsetting why I'm going to give it 4 stars. Turns out I had to go to a different AT&T Store and they programmed APA to get the LTE and MMS to work. I believe it's 3G but I'm cool with that. 4 stars just after a week worth of use it will not recognize the audio jack when I put in headphones. I have to restart the phone than it will work sadly.;0;0
Asus ZenFone 3 ZE552KL 64GB Sapphire Black, Dual Sim, 4GB, 5.5-inch, Unlocked International Model, No Warranty;ASUS;328.98;5;This is a great phone with affordable cost. I don't mind the bloat wares as long as they help keep the cost down. Just remove or ignore the bloat wares. I like the Power and Boost button that release unused memory instantly. It works great with official ASUS flip cover case. Simply close cover to put into sleep and open cover to wake it up. (I don't use the fingerprint security). There are flip cover cases by other manufacturers, but be aware that not all of them can make phone sleep/wake automatically.;0;0
"Asus ZenFone Selfie ZD551KL 32GB Blue, 5.5"", 3GB RAM, Unlocked International Model, No Warranty";Asus;229.99;5;This phone is amazing! I love it. It got 13 mp camera front and rear which is working awesome.The touch is very nice smooth.But you don't have much options for case. The screen is crystal clear and feels like real. It's worth for what you pay.;0;0
Asus ZenFone 3 ZE520KL Unlocked Dual Sim Phone, 32GB, 5.2-inch, 3GB RAM, No Warranty - International Version (Moonlight White);ASUS;280.98;5;Very good phone, love it, works perfectly fine, and it feels twice its price.The battery life is good, I can use 5-7 or more hours of gaming video stream and any app and the phone still have battery.The games work extremely good, with no lag or any problem.Love the design and all the details it has in the software.;0;0
Asus ZenFone 3 ZE520KL Unlocked Dual Sim Phone, 32GB, 5.2-inch, 3GB RAM, No Warranty - International Version (Moonlight White);ASUS;280.98;4;Very nice looking working phone for the price absolutely love it .;0;0
"ASUS ZENFONE 6 A601CG 6"" Android 4.3 16GB Dual-SIM Smartphone (Black) - International Version No Warranty";asus;273.78;5;very satisfied a good replacement for my galaxy note 3 and definitely avoids me from carrying two phones on my;0;0
New Style Senior Citizen Mobile Phone bbfone B100 (W105) Big Button Candy Bar Unlocked Mobile Cell Phone with Dock - Black;bbfone;38.99;5;Bought this for my grandmother, the buttons were a winning deal.;0;0
New Style Senior Citizen Mobile Phone bbfone B100 (W105) Big Button Candy Bar Unlocked Mobile Cell Phone with Dock - Black;bbfone;38.99;5;Bought this for my grandmother, the buttons were a winning deal.;0;0
BRAND NEW VERIZON BLACKBERRY CURVE 3G 9330 FUCHSIA RED 2MP QWERTY WITHOUT CONTRACT SMARTPHONE;BlackBerry;14.44;5;"Husband loves his blackberry. I washed it by accident after ALL these years. Got this one and it was brand new - wrapped and sealed with all of the paperwork and charger. What a bargain. The seller was great and the shipping super-fast! Happy husband equals happy wife. Since I'm never pulling him into the ""smartphone century"" I'm so grateful to be able to find this and brand new too! Awesome price on an awesome product!";0;0
BRAND NEW VERIZON BLACKBERRY CURVE 3G 9330 FUCHSIA RED 2MP QWERTY WITHOUT CONTRACT SMARTPHONE;BlackBerry;14.44;5;Just as advertised. New phone that works perfectly with Verizon.;0;0
BRAND NEW VERIZON BLACKBERRY CURVE 3G 9330 FUCHSIA RED 2MP QWERTY WITHOUT CONTRACT SMARTPHONE;BlackBerry;14.44;1;Two months after getting this it crashed giving an error code. I tried reinstalling the operating software using the Blackberry desktop app but it wouldn't take. I took it to Verizon and the store manager said this was common with Blackberrys. When you try to install an update, the newer updates are too big for the older Blackberrys small memory and they crash the device with no chance of recovery.;0;0
BLU Win Jr LTE - GSM Unlocked Windows Smartphone - Pink;BLU;99;3;A little short on memory (4Gb) but Windows Mobile OS doesn't require much.Compact budget phone that gets the job done without breaking the bank.As with any budget phone, a little slow for things like touch response, but overall dos AOK.Just temper your expectations - it's not a Galaxy S6 or a high end WP so don't compare to one.;0;0
BLU Studio G LTE Smartphone - GSM Unlocked - Black;BLU;109.99;5;A really goodphone, it uses the small sim chip but works perfectly. The only thing is unless you buy the cover at amazon it really hard to buy on a retail store that sells blu products.;0;0
BLU Studio 5.0C 1.3 GHz Dual Core, Android 4.4 KK, 4G HSPA+ - Unlocked (Blue);BLU;59.9;3;After 3 Months, Its hardware starts acting Whack-ish. Getting hot, not responding, etc etc. Weak hardware. I'm a major Geek.;0;0
BLU Studio G LTE Smartphone - GSM Unlocked - Black;BLU;109.99;4;Battery low energy for this type phone.;0;0
BLU Studio 6.0 Unlocked Cellphone, Black;BLU;292.99;3;Best Blu phone I have had so far. Needs more built in memory.;0;0
BLU Studio 5.0 HD LTE with 5-Inch HD Display, 13MP Camera, Android KitKat v4.4 and 4G LTE HSPA+ Unlocked Cell Phone- Black;BLU;107.98;5;Better than i thought great deal;0;0
BLU Studio C Super Camera -Unlocked Smartphone - US GSM- Orange;BLU;99.84;4;BLU phones are great for young people, IMHO. I don't see the rationale behind buying a $600 or $700 phone for a young person who WILL end up breaking it at some point and doesn't have an actual use for the power many phones in that price range provide. These phones tend to be inexpensive, so if they break it to the point of it no longer working, it is rather inexpensively replaced. Is it running the latest version of Android? No. Do the kids need that? Absolutely not. The games they like to play all work on KitKat or Lollipop just fine, and while I'd like more updates for security fixes, it isn't a huge deal. My kids aren't keeping banking details on their phones, after all. I've replaced phones with BLU, and while it isn't what I'd call speedy, they do honor their warranties without a lot of hassle.This model is nice since it has a larger screen and allows the boys to play some of their games with a better experience as well as watch video. There is no stutter on the device, and we've had absolutely no issues with it.;0;0
BLU Studio C Super Camera -Unlocked Smartphone - US GSM- White;BLU;99;4;Bought this for my son. It's an excellent phone and has great features for an affordable price.;0;0
BLU Studio 5.0C 1.3 GHz Dual Core, Android 4.4 KK, 4G HSPA+ with 5MP Camera - Unlocked (Orange);BLU;2000;5;Buenisimo y Responsables;0;0
BLU Studio 5.0C 1.3 GHz Dual Core, Android 4.4 KK, 4G HSPA+ - Unlocked (Blue);BLU;59.9;5;Buenisimo y Responsables;0;0
BLU Studio C Super Camera -Unlocked Smartphone - US GSM- Green;BLU;99;2;Camera is not that great and doesn't have a front camera flash. Glitches somewhat often.. Other than that I like it.;0;0
BLU Studio 5.0 Unlocked Dual Sim Phone--U.S. Warranty (Black);BLU;104.99;2;Challenge to navigate. Too large for comfortable handling. Would not buy another one.;0;0
BLU Win Jr LTE - GSM Unlocked Windows Smartphone - Pink;BLU;99;4;Cool;0;0
BLU Studio C Super Camera -Unlocked Smartphone - US GSM- Green;BLU;99;1;Corners have purple spots on it was suppose to be like new or new phone but wasn't. Very disappointed;0;0
BLU Studio 5.0 S II D572a Unlocked GSM Quad-Core Android Phone - Retail Packaging - Orange;BLU;123.04;5;Everything good;0;0
BLU Studio 5.0 C HD Smartphone - Unlocked - Orange;BLU;115;5;excelente;0;0
BLU Studio 5.0 C HD Quad Core - Unlocked Cell Phone - (Yellow);BLU;250;5;EXCELENTE;0;0
BLU Studio 5.0 C HD Unlocked Cellphone, Black;BLU;173.44;5;excelente;0;0
BLU Studio 5.0 C HD Unlocked Cellphone, Black;BLU;173.44;5;excelente;0;0
BLU Studio C Super Camera -Unlocked Smartphone - US GSM- Pink;BLU;99.96;5;Excelente;0;0
"BLU Studio G HD - 5.0"" Smartphone - Global GSM Unlocked - Gold";BLU;79.99;5;excellent;0;0
"BLU WIN HD LTE - 5.0"" Windows Smartphone -GSM Unlocked - Grey";BLU;99.89;5;Excellent phone for the price. Even upgrades to windows 10. Love it!;0;0
BLU Win HD 5-Inch Windows Phone 8.1, 8MP Camera Unlocked Cell Phones - Yellow (Certified Refurbished);BLU;99.99;3;fails as described , not recommended;0;0
BLU Win Jr LTE - GSM Unlocked Windows Smartphone - Pink;BLU;99;5;For $35 for the orange color on sale from Amazon usually $99....you cant beat it....came in really handy on a trip to Asia....so as not to flaunt around my Iphone....offcourse have to buy a 16G micro SD and sim card to make it more storage freindly....then you are ready to roll.;0;0
BLU Studio 5.0 Unlocked Dual Sim Phone--U.S. Warranty (Black);BLU;104.99;5;For the average user this is a great phone with a very reasonable price! I purchased this phone about 6 months ago not one complaint.;0;0
BLU Z3 - Dual Sim Phone - GSM unlocked -Black/Red;BLU;13.26;5;for the price and what it was needed for. there was no problem with them.;0;0
BLU Studio 5.0C 1.3 GHz Dual Core, Android 4.4 KK, 4G HSPA+ - Unlocked (Blue);BLU;59.9;5;Good;0;0
BLU Z3 - Dual Sim Phone - GSM unlocked -Black/Blue;BLU;14.99;4;Good is you have the basic needs of comunication. Not whatsapp supported.;0;0
BLU Studio 6.0 Unlocked Cellphone, Black;BLU;292.99;4;Good phone for the price.;0;0
"BLU WIN HD LTE - 5.0"" Windows Smartphone -GSM Unlocked - Grey";BLU;99.89;4;Good until now but I hate can't have a video chat and it doesn't work google play store but it works for most of the things;0;0
BLU Z3 - Dual Sim Phone - GSM unlocked -Black/Red;BLU;13.26;5;great;0;0
BLU Studio 5.0C 1.3 GHz Dual Core, Android 4.4 KK, 4G HSPA+ with 5MP Camera - Unlocked (Orange);BLU;2000;4;Great buy.;0;0
BLU Studio 5.0C 1.3 GHz Dual Core, Android 4.4 KK, 4G HSPA+ - Unlocked (Blue);BLU;59.9;4;Great buy.;0;0
BLU Studio 5.0C 1.3 GHz Dual Core, Android 4.4 KK, 4G HSPA+ with 5MP Camera - Unlocked (White);BLU;99.99;4;Great buy.;0;0
BLU Win JR Smartphone - Unlocked - Pink;BLU;45;4;Great for the price. Having two simms is a bit of a distraction when you only have one line/carrier. One major flaw is that when you turn it on by the side button you can easily squeeze the volume up-down which will take a picture of whatever is on the screen.;0;0
"BLU WIN HD LTE - 5.0"" Windows Smartphone -GSM Unlocked - White";BLU;109.99;5;Great phone and i was really pleased with the added screen protector and cover !;0;0
BLU Studio 5.0 HD LTE with 5-Inch HD Display, 13MP Camera, Android KitKat v4.4 and 4G LTE HSPA+ Unlocked Cell Phone- Black;BLU;107.98;4;great phone for its value.;0;0
"BLU WIN HD LTE - 5.0"" Windows Smartphone -GSM Unlocked - Grey";BLU;99.89;5;Great phone. Camera lacks a little, speaker lacks a little. But your paying very little for what you get. A++;0;0
BLU Studio C Super Camera -Unlocked Smartphone - US GSM- Orange;BLU;99.84;5;Great price value relation;0;0
BLU Studio 5.0 C HD Smartphone - Unlocked - Yellow;BLU;2000;3;I bought 2 of these phones, great price yes...BUT...after each update so far we either lost all our stuff that was on these phones...contacts, pic, music...ect. unless the phone is rooted you can't have things sync up to SD cards, so phone runs out of space quick, suppose to have 8gb of space. Well after the operating system and bloat ware you can't delete you have about 6gb, 5.89 to be exact if....and here is the big if...you don't update! 1st update lost everything, messages, pics, contacts...2nd update killed the storage...shows 0 gb out of 5.68 remaining...called BLU and they told me I had to do a Hard reset/restore...again lost everything! and the funny thing is, out of the storage we used about 700-800mb total. waiting to see if there will be a 5.0 update...Im thinking not and going to cut my losses and toss it!;0;0
BLU Studio 6.0 Unlocked Cellphone, Black;BLU;292.99;5;I can't see what the big hyipe is about Samsung phones, what a rip off these high priced phones are, this phone will do anything any android phone willl do and it is 1/4 the price;0;0
BLU Studio C Super Camera -Unlocked Smartphone - US GSM- White;BLU;99;2;I got this for my wife. Phone seemed great at first then began to bog down quickly. Phone appears to have 4.8gb of storage (Not the advertised 8gb) 3+ of which is taken up by the Android OS. Feel like I got bait and switch.;0;0
BLU Studio 5.0 C HD Unlocked Cellphone, Black;BLU;173.44;5;I have had this phone for only a month so I cannot comment on how it will hold up long term.So far I have been very happy with the phone. Stylish and user-friendly. Good for the price. The cameras are disappointing but I probably should not expect more for the price.Happy with the purchase and recommend it to people looking for a cheap smart- phone.;0;0
BLU Studio 5.0 HD LTE with 5-Inch HD Display, 13MP Camera, Android KitKat v4.4 and 4G LTE HSPA+ Unlocked Cell Phone- Black;BLU;107.98;5;"I purchased 2 of these phones and signed up for Puretalkusa Family plan. Before I had 2 plans,one cost $26.99, the other cost $73.00. After reviewing my usage from the former carriers Puretalk gave me a much better signal and costs $24.99 for 2 phones. I purchased the two unlocked GSM smart phones and ordered SIMS from Puretalk. Activating the phones is simple. ""Caution"" when activating have ALL the information ready. DO NOT CANCEL YOUR OLD SERVICE Also if you want to keep your old number. In the field that asks for ""Pin/password"" they are asking for your PIN (not your online password). Call your old carrier to see if you have a PIN number.";0;0
BLU Studio 5.0 LTE, 8MP, ( 4GB+1GB RAM)- Factory Unlocked (Orange) - Unlocked Cell Phones - Retail Packaging - Orange;BLU;71.94;1;I purchased this phone and found that it would not connect to WiFi networks. In order to get it to work, we needed to remove the battery and restart in the hopes that a miracle would occur. The setup of the phone was generally ok, but the operating system also lacks granularity in customizing backgrounds and other standard Android features. The camera works fine, but again, for some reason the interface is silly and doesn't let you easily delete photos that you've just taken. With all the hassle and not-working WiFi, this phone is getting returned.Additionally, I was unable to find any warranty information about this phone. I emailed Amazon and they were also unable to find the warranty online. When we contacted customer support, they seemed very unresponsive and did not help solve our issues.Spend some extra money to buy a phone from a reputable manufacturer. I am all about supporting the little guys, especially when the screen is nice and features are good, but this was a very disappointing purchase.;0;0
BLU Studio 5.0 Unlocked Dual Sim Phone--U.S. Warranty (Black);BLU;104.99;4;I thought long and hard to buy this phone. I like it so much. I can read the screen, text easier, and was able to transfer things. It works well with my Consumer Cellular plan and the data configured great. A few things I do not care for.1) The memory in the phone is very low, so I had to delete some apps that I like because I could not transfer to the SD card.2) When each call is answered, it vibrates in your hand (acts like a connection indicator) and the person your calling can hear it. I have looked in the settings to stop this from happening but I have not found it yet. If anyone knows how to disable it, please share with me.3) The ringer volume is too low for me to hear in coming calls. Choosing the right ringtone is essential for this. And also when doing so for the alarm.;0;0
"BLU WIN HD LTE - 5.0"" Windows Smartphone -GSM Unlocked - Grey";BLU;99.89;3;"I'd be giving this four stars but... well, it's not really BLU's fault, but this phone doesn't run anything but Windows. So, it's not like it's unfair to blame the phone.At any rate, I bought this phone because of Cortana. Very specifically I used Cortana on a demo phone at a store and asked for directions to a non specific place. Cortana popped up a list, read it out to me, and let me select from the list by saying ""the first one"" ""the second one"" ""the closest one"". At that point Cortana pulled up the GPS and began navigation.So I buy this phone... Cortana cannot listen all the time like on the demo phone I tried (not the same model, the demo phone was a Lumia, not a Blu). What's more, on Windows 8.1, the navigation does not and cannot have voice navigation. You have to buy a separate program for that.The phone DOES upgrade very nicely to Windows 10. On Windows 10, Cortana still cannot listen all the time on this phone, which is more a fault of the older CPU being too power hungry to listen for ""Hey Cortana"" all the time. Windows 10 only automatically begins navigation when you ask Cortana for a very specific destination. It pops up a list, but it does not read it out to you, nor does it let you select with voice.The reason I'm focusing so much on this is because I ride a motorcycle and use the phone through the blue tooth in my helmet. I prefer to be as hands free as possible. The less I have to look at the screen the better.Eventually, I started trying to work for a courier company that uses an app similar to Lyft or Uber (tried them too). The courier apps for Lyft, Uber, Postmates, etc are NOT on Windows. Uber has a Windows Phone app, but only for their taxi app, NOT their courier app.Lack of app support on Windows phones does not end there. It happens to be pretty much across the board. For example, Cici's Pizza (an all you can eat pizza buffet) used to have punch cards for discounts. However they moved to an app instead. That app is only available on iPhone and Android, which in turn has actually dramatically reduced my patronage at Cici's. Sure that's Cici's fault, but Microsoft is doing NOTHING to encourage app developers to support their platform.So now I'm looking at going back to Android...";0;0
BLU Win HD 5-Inch Windows Phone 8.1, 8MP Camera Unlocked Cell Phones - Yellow (Certified Refurbished);BLU;99.99;5;If you are a Windows phone lover, get this phone! I am coming from a Nokia Lumia 521 (I had two and both just completely shut off died within a year and the warranty was trash!) and I am extremely satisfied and happy. My battery power lasts for hours, no unexpected shutdowns or stalls. The camera is awesome and the visibility and sharpness of the screen is wonderful. BLU has been around fro years and I am so glad I have had the opportunity to join their customer base, and I'm even more happy that they offered the windows interface. Keep up the good work.;0;0
